/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202008/20200803/QBH-PlatFace1.shed8003993.20200803_145000.mp4,0.85
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202005/20200530/QBH-PlatFace1.shed8003993.20200530_142000.mp4,0.425
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202007/20200720/QBH-PlatFace1.shed8003993.20200720_162000.mp4,1.7
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202008/20200809/QBH-PlatFace1.shed8003993.20200809_161000.mp4,-0.85
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202006/20200603/QBH-PlatFace1.shed8003993.20200603_161000.mp4,-1.275
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202004/20200414/QBH-PlatFace1.shed8003993.20200414_154000.mp4,1.7
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202005/20200514/QBH-PlatFace1.shed8003993.20200514_155000.mp4,0.425
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202008/20200820/QBH-PlatFace1.shed8003993.20200820_153000.mp4,0
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202006/20200615/QBH-PlatFace1.shed8003993.20200615_143000.mp4,-0.425
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202006/20200611/QBH-PlatFace1.shed8003993.20200611_162000.mp4,-0.425
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202006/20200601/QBH-PlatFace1.shed8003993.20200601_161000.mp4,-0.425
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202008/20200813/QBH-PlatFace1.shed8003993.20200813_162000.mp4,-0.85
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202007/20200725/QBH-PlatFace1.shed8003993.20200725_142000.mp4,0
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202008/20200801/QBH-PlatFace1.shed8003993.20200801_144000.mp4,-0.425
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202005/20200520/QBH-PlatFace1.shed8003993.20200520_143000.mp4,0
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202006/20200610/QBH-PlatFace1.shed8003993.20200610_154000.mp4,0
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202005/20200526/QBH-PlatFace1.shed8003993.20200526_163000.mp4,1.7
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202006/20200624/QBH-PlatFace1.shed8003993.20200624_154000.mp4,0.425
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202008/20200810/QBH-PlatFace1.shed8003993.20200810_144000.mp4,-0.85
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202008/20200812/QBH-PlatFace1.shed8003993.20200812_151000.mp4,-1.275
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202005/20200509/QBH-PlatFace1.shed8003993.20200509_153000.mp4,-0.425
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202006/20200614/QBH-PlatFace1.shed8003993.20200614_144000.mp4,-0.85
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202004/20200428/QBH-PlatFace1.shed8003993.20200428_162000.mp4,0
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202005/20200517/QBH-PlatFace1.shed8003993.20200517_150000.mp4,-0.85
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202004/20200429/QBH-PlatFace1.shed8003993.20200429_143000.mp4,0.85
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202004/20200421/QBH-PlatFace1.shed8003993.20200421_163000.mp4,1.275
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202006/20200629/QBH-PlatFace1.shed8003993.20200629_155000.mp4,0.85
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202007/20200727/QBH-PlatFace1.shed8003993.20200727_151000.mp4,-1.275
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202005/20200513/QBH-PlatFace1.shed8003993.20200513_154000.mp4,-0.425
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202006/20200617/QBH-PlatFace1.shed8003993.20200617_163000.mp4,-1.275
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202007/20200712/QBH-PlatFace1.shed8003993.20200712_154000.mp4,-0.425
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202007/20200729/QBH-PlatFace1.shed8003993.20200729_141000.mp4,0.425
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202006/20200627/QBH-PlatFace1.shed8003993.20200627_145000.mp4,-1.275
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202008/20200811/QBH-PlatFace1.shed8003993.20200811_153000.mp4,-1.275
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202004/20200430/QBH-PlatFace1.shed8003993.20200430_141000.mp4,1.275
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202005/20200521/QBH-PlatFace1.shed8003993.20200521_143000.mp4,-0.425
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202004/20200422/QBH-PlatFace1.shed8003993.20200422_152000.mp4,0.425
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202007/20200716/QBH-PlatFace1.shed8003993.20200716_151000.mp4,-1.7
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202004/20200419/QBH-PlatFace1.shed8003993.20200419_144000.mp4,1.7
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202008/20200804/QBH-PlatFace1.shed8003993.20200804_143000.mp4,0.85
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202007/20200709/QBH-PlatFace1.shed8003993.20200709_151000.mp4,0.85
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202005/20200523/QBH-PlatFace1.shed8003993.20200523_153000.mp4,-1.275
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202006/20200621/QBH-PlatFace1.shed8003993.20200621_155000.mp4,-1.275
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202006/20200605/QBH-PlatFace1.shed8003993.20200605_153000.mp4,-1.275
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202006/20200628/QBH-PlatFace1.shed8003993.20200628_154000.mp4,0.85
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202007/20200703/QBH-PlatFace1.shed8003993.20200703_141000.mp4,-0.425
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202005/20200507/QBH-PlatFace1.shed8003993.20200507_155000.mp4,-1.7
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202006/20200620/QBH-PlatFace1.shed8003993.20200620_160000.mp4,-0.85
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202006/20200606/QBH-PlatFace1.shed8003993.20200606_154000.mp4,-2.125
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202008/20200806/QBH-PlatFace1.shed8003993.20200806_145000.mp4,0
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202006/20200616/QBH-PlatFace1.shed8003993.20200616_153000.mp4,0
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202004/20200417/QBH-PlatFace1.shed8003993.20200417_161000.mp4,1.275
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202007/20200728/QBH-PlatFace1.shed8003993.20200728_144000.mp4,0.425
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202008/20200814/QBH-PlatFace1.shed8003993.20200814_142000.mp4,-2.125
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202004/20200410/QBH-PlatFace1.shed8003993.20200410_163000.mp4,3.825
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202007/20200714/QBH-PlatFace1.shed8003993.20200714_160000.mp4,-0.425
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202008/20200802/QBH-PlatFace1.shed8003993.20200802_154000.mp4,-0.425
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202005/20200531/QBH-PlatFace1.shed8003993.20200531_162000.mp4,0.425
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202007/20200713/QBH-PlatFace1.shed8003993.20200713_151000.mp4,-0.85
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202007/20200731/QBH-PlatFace1.shed8003993.20200731_153000.mp4,0.425
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202007/20200707/QBH-PlatFace1.shed8003993.20200707_142000.mp4,0.85
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202006/20200630/QBH-PlatFace1.shed8003993.20200630_155000.mp4,1.275
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202004/20200409/QBH-PlatFace1.shed8003993.20200409_143000.mp4,2.975
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202006/20200612/QBH-PlatFace1.shed8003993.20200612_161000.mp4,-0.425
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202005/20200512/QBH-PlatFace1.shed8003993.20200512_155000.mp4,0
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202005/20200522/QBH-PlatFace1.shed8003993.20200522_164000.mp4,-0.85
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202005/20200506/QBH-PlatFace1.shed8003993.20200506_141000.mp4,0
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202006/20200622/QBH-PlatFace1.shed8003993.20200622_155000.mp4,0.85
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202006/20200619/QBH-PlatFace1.shed8003993.20200619_152000.mp4,-1.7
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202006/20200607/QBH-PlatFace1.shed8003993.20200607_144000.mp4,0.85
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202004/20200420/QBH-PlatFace1.shed8003993.20200420_142000.mp4,1.7
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202008/20200807/QBH-PlatFace1.shed8003993.20200807_153000.mp4,0.425
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202004/20200423/QBH-PlatFace1.shed8003993.20200423_161000.mp4,0.85
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202005/20200519/QBH-PlatFace1.shed8003993.20200519_164000.mp4,-0.425
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202005/20200518/QBH-PlatFace1.shed8003993.20200518_155000.mp4,0
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202004/20200425/QBH-PlatFace1.shed8003993.20200425_161000.mp4,0
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202008/20200819/QBH-PlatFace1.shed8003993.20200819_160000.mp4,-1.275
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202006/20200625/QBH-PlatFace1.shed8003993.20200625_145000.mp4,-0.85
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202006/20200626/QBH-PlatFace1.shed8003993.20200626_152000.mp4,-0.85
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202008/20200821/QBH-PlatFace1.shed8003993.20200821_161000.mp4,-0.425
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202006/20200623/QBH-PlatFace1.shed8003993.20200623_154000.mp4,0.425
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202005/20200505/QBH-PlatFace1.shed8003993.20200505_141000.mp4,0
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202004/20200413/QBH-PlatFace1.shed8003993.20200413_154000.mp4,1.275
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202007/20200705/QBH-PlatFace1.shed8003993.20200705_151000.mp4,-1.275
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202004/20200418/QBH-PlatFace1.shed8003993.20200418_154000.mp4,2.125
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202007/20200708/QBH-PlatFace1.shed8003993.20200708_154000.mp4,0.85
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202004/20200426/QBH-PlatFace1.shed8003993.20200426_152000.mp4,0.425
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202007/20200711/QBH-PlatFace1.shed8003993.20200711_155000.mp4,0.85
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202005/20200516/QBH-PlatFace1.shed8003993.20200516_154000.mp4,-0.425
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202005/20200511/QBH-PlatFace1.shed8003993.20200511_160000.mp4,0.425
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202007/20200706/QBH-PlatFace1.shed8003993.20200706_144000.mp4,0.85
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202007/20200726/QBH-PlatFace1.shed8003993.20200726_152000.mp4,-0.425
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202004/20200424/QBH-PlatFace1.shed8003993.20200424_154000.mp4,0.85
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202007/20200701/QBH-PlatFace1.shed8003993.20200701_152000.mp4,0.425
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202005/20200524/QBH-PlatFace1.shed8003993.20200524_143000.mp4,0.85
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202004/20200411/QBH-PlatFace1.shed8003993.20200411_145000.mp4,2.975
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202005/20200528/QBH-PlatFace1.shed8003993.20200528_155000.mp4,1.275
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202005/20200503/QBH-PlatFace1.shed8003993.20200503_145000.mp4,0.425
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202006/20200604/QBH-PlatFace1.shed8003993.20200604_144000.mp4,-1.7
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202008/20200817/QBH-PlatFace1.shed8003993.20200817_151000.mp4,0.85
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202008/20200818/QBH-PlatFace1.shed8003993.20200818_150000.mp4,0
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202007/20200724/QBH-PlatFace1.shed8003993.20200724_161000.mp4,0.425
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202004/20200415/QBH-PlatFace1.shed8003993.20200415_145000.mp4,1.275
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202007/20200730/QBH-PlatFace1.shed8003993.20200730_142000.mp4,0
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202007/20200702/QBH-PlatFace1.shed8003993.20200702_142000.mp4,-0.425
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202006/20200618/QBH-PlatFace1.shed8003993.20200618_142000.mp4,-1.275
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202004/20200412/QBH-PlatFace1.shed8003993.20200412_160000.mp4,0.85
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202005/20200508/QBH-PlatFace1.shed8003993.20200508_153000.mp4,-0.85
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202007/20200704/QBH-PlatFace1.shed8003993.20200704_143000.mp4,-1.275
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202005/20200525/QBH-PlatFace1.shed8003993.20200525_164000.mp4,1.7
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202005/20200504/QBH-PlatFace1.shed8003993.20200504_155000.mp4,0.85
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202008/20200805/QBH-PlatFace1.shed8003993.20200805_144000.mp4,1.275
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202006/20200609/QBH-PlatFace1.shed8003993.20200609_151000.mp4,0
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202008/20200808/QBH-PlatFace1.shed8003993.20200808_152000.mp4,0.85
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202007/20200722/QBH-PlatFace1.shed8003993.20200722_145000.mp4,0.425
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202005/20200501/QBH-PlatFace1.shed8003993.20200501_155000.mp4,0
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202005/20200502/QBH-PlatFace1.shed8003993.20200502_143000.mp4,0.85
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202006/20200602/QBH-PlatFace1.shed8003993.20200602_150000.mp4,-0.85
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202007/20200710/QBH-PlatFace1.shed8003993.20200710_151000.mp4,0
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202006/20200608/QBH-PlatFace1.shed8003993.20200608_150000.mp4,0.85
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202007/20200718/QBH-PlatFace1.shed8003993.20200718_150000.mp4,-2.55
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202007/20200717/QBH-PlatFace1.shed8003993.20200717_161000.mp4,-1.275
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202004/20200427/QBH-PlatFace1.shed8003993.20200427_143000.mp4,0
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202007/20200721/QBH-PlatFace1.shed8003993.20200721_151000.mp4,0.425
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202005/20200527/QBH-PlatFace1.shed8003993.20200527_141000.mp4,1.275
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202007/20200719/QBH-PlatFace1.shed8003993.20200719_151000.mp4,0.85
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202005/20200510/QBH-PlatFace1.shed8003993.20200510_142000.mp4,-0.425
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202008/20200815/QBH-PlatFace1.shed8003993.20200815_142000.mp4,-1.7
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202005/20200529/QBH-PlatFace1.shed8003993.20200529_150000.mp4,0.425
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202008/20200816/QBH-PlatFace1.shed8003993.20200816_155000.mp4,0.85
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202007/20200723/QBH-PlatFace1.shed8003993.20200723_145000.mp4,0.425
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202004/20200416/QBH-PlatFace1.shed8003993.20200416_141000.mp4,1.275
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202007/20200715/QBH-PlatFace1.shed8003993.20200715_160000.mp4,-1.275
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202005/20200515/QBH-PlatFace1.shed8003993.20200515_163000.mp4,-0.85
/data/imageProcessingNAS/farmVideos/videos_raw/8003993/202006/20200613/QBH-PlatFace1.shed8003993.20200613_145000.mp4,-0.425
